_ArtworkIDpk,_ArtistIDpk,ART_TITLE,ARTIST_ MAKER _ AUTHOR,DATE_text,DETAILS_label,_ExhIDfk,Exhibition::EXHIBITION TITLE
2188,0,"Three Studies, A Guardsman Wielding A Bayonet (Nude And In Uniform) And A Guardsman With Trenching Tool, For The Guards' Division Memorial, Stjames's Park, London",Gilbert Ledward,1922-1926,Pencil.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2189,0,Study Of A Dead Soldier For The Sculpture No Man's Land,Charles Sargeant Jagger,1919-1920,Pencil.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2190,0,Portrait Of Stoker Gill Of Hms Exeter,Eric Kennington,1940,Coloured chalk.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2191,806,Shelter Scene - Two Seated Figures,Henry Moore,1940,"Ink, watercolour, chalk and wax crayon.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2192,806,At The Coal-Face Ð Man Fixing Props,Henry Moore,1942,"Ink, watercolour and wax crayon.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2193,526,Study For Monument,Susan Hiller,1981,"Gouache, chalk and collaged photographs.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2194,9,The On Series,Alastair Maclennan,1988,Charcoal and collage.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2195,0,Design For The Poster For The Exhibition Flyers Recent Sculpture And Drawings By Phill Hopkins,Phill Hopkins,1991,Black pen and ink and grey wash.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2196,0,Study Of Three Figures In A Wood,William Hamo Thornycroft,1880,Pencil.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2197,806,Nine Imagined Views Of Norway,Henry Moore,1923,Black pen and ink.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2198,0,Proposed Colossal Monument: Fagends In Hyde Park Version One,Claes Oldenburg,1966,Crayon and watercolour.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2199,812,Sixteen Studies For Sculptures,Stephen Cox,1983,Black pen and ink and purple ink.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2200,772,The Fountain (Study) Ii,Michael Kenny,1985,Pencil and oil.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2201,774,Celtic Hedge - Caeu-Y-Coed,David Nash,1992,Pastel on Rives Blanc paper.,1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2202,0,Hill And Valles,Andy Goldsworthy,1990,"Snow, earth and berries.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2203,0,Fruiting Bodies,Peter Randall-Page,1990,"Charcoal, Twelve sections.",1995_6_SCULPTOR'S_DRAWINGS,Sculptor's Drawings
2145,811,One Day For Life,The Mass Observation Archive,1987,"Photograph Collection (approximately 10,000 prints). Courtesy The Trustees of the Mass-Observation Archive.",1995_5_MEMORY_&_THE,"Memory & The Archive: Photographs, Images, Documents"
2137,809,Testimonium Paupertatis,Arturo Duclos,1994,"195 x 193 x 42 cms. Acrylic, Enamel, Laser Transference and Object on canvas. Collection of the artist.",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
2138,809,Mute Painting,Arturo Duclos,1994,"160 x 170 x 10, Acrylic, Oil, Laser Transference and Electric Installation on canvas. Collection of the artist.",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
2139,809,No Name,Arturo Duclos,1994,"163 x 144. Acrylic, Oil, Enamel and Laser Transference on canvas. Collection of the artist.",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
2140,809,El Arte No Tiene Secretos,Arturo Duclos,1994,40 x 50. Cibachrome print. Edition of 5. Collection of the artist.,1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
2141,809,La Verdadera Pintura,Arturo Duclos,1994,"30 x 40. Acrylic, Oil and Laser Transference on canvas. Collection of the artist",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
2142,809,Take My Trip,Arturo Duclos,1995,"276 x 144. Acrylic, Oil and Laser Transference on canvas. Collection of the artist",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
2143,809,Res Extensa,Arturo Duclos,1995,"143 x 263 x 2. Acrylic, Laser Transference and Objects on canvas. Collection of the artist",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
2144,810,Untitled,Jorge Macchi,n.d.,Mixed Media,1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
5448,810,Untitled,Jorge Macchi,1994,Mixed media on canvas.,1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
5449,810,Untitled (Tool),Jorge Macchi,1992,"wood, iron, photograph",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
5450,810,Peso,Jorge Macchi,1992,cement and sheet,1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
5451,810,Untitled,Jorge Macchi,1992,"photograph, springs, nails",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
5452,810,Untitled,Jorge Macchi,1993,"glass, acrylic, wood",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
5453,810,Pentagrama,Jorge Macchi,1992,"pillow, rope, springs",1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
5454,810,Untitled,Jorge Macchi,1990,mixed media,1995_3_SEARCHING_SOUTH,Arturo Duclos and Jorge Macchi: Searching South
2125,808,Bismullah,Rasheed Araeen,1988,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2126,808,Forever Green,Rasheed Araeen,1980's,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2127,808,White Stallion,Rasheed Araeen,1991,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2128,808,Green Painting Iii,Rasheed Araeen,1985,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2129,808,Green Painting Iv,Rasheed Araeen,1985,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2130,808,History Painting,Rasheed Araeen,1980's,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2131,808,Jouissance,Rasheed Araeen,1980's,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2132,808,La Grande Jatte,Rasheed Araeen,1980's,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2133,808,"Oh Dear, Oh Dear, What A Mess You Have Made!",Rasheed Araeen,1980's,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2134,808,Once Upon Time,Rasheed Araeen,1980's,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2135,808,Aflatoon,Rasheed Araeen,1980's,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2136,808,The End Of His Days,Rasheed Araeen,1980's,,1995_1_NEW_WORKS,Rasheed Araeen: New Works
2333,856,The Chewing Gums 1 - 4,Milena Dopitova,1993,Photographs,1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2334,856,Helmets,Milena Dopitova,1993,"Kite Fabric,metal construction 1.8Om x 150 x 80cm",1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2335,856,Knitting Machine,Milena Dopitova,1991-1992,"Photograph,plexiglass,wood,fabric Each photo 140. x 65' x 15cm Edition No2.",1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2336,227,Imperceptible Uprising (1989-1990),Ivan Kafka,1994,"Inflatable cones,fans,timers,wood",1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2337,858,A Little Boy And Beetle,Petr Nikl,1991,Oil on Canvas 145 x 135cm,1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2338,858,Time,Petr Nikl,1991,"Oil on canvas,plastic elements,drawing 170 x 150cm",1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2339,858,A Little Boy And Birds,Petr Nikl,1991,"Oil on canvas,stuffed birds 145 x 130cm",1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2340,858,Among Butterflies,Petr Nikl,1992,"Oil on canvas, butterflies, drawing 135 x 125cm",1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2341,858,What It Is,Petr Nikl,1992,Oil on canvas 160 x 145cm,1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2342,859,Self Portraits,Vaclav Stratil,1991-1993,Framed-Photographs 155 x108cm,1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2343,859,Family Album,Vaclav Stratil,1993-1994,"Colour Xeroxes 55 parts 30 x 42cm, 1 part 24 x 21cm",1994_11_DISTANT_VOICES,Distant Voices: Contemporary Art from the Czech Republic
2245,853,Gone To Earth I - Vii,Helen Sear,1994,C-type print,1994_9_GONE_TO,Helen Sear: Gone To Earth
2246,853,Severance,Helen Sear,1993,Silver-print and glass,1994_9_GONE_TO,Helen Sear: Gone To Earth
2247,853,Unchartered Terrain,Helen Sear,1992,C-type print Collection of Tetrapak,1994_9_GONE_TO,Helen Sear: Gone To Earth
2248,853,Moments Of Capture I-Iv,Helen Sear,1993,Cibachrome,1994_9_GONE_TO,Helen Sear: Gone To Earth
2249,853,Struck,Helen Sear,1994,C-type print,1994_9_GONE_TO,Helen Sear: Gone To Earth
2250,853,Untitled,Helen Sear,n.d.,two lightboxes,1994_9_GONE_TO,Helen Sear: Gone To Earth
2344,0,Counting Freckles,Francesc Abad,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2345,0,"3 Pics, Work In Progress",Francesc Abad,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2346,0,"Earth Light, Drawing For Installation.",Francesc Abad,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2347,0,"Earth Light, Installation.",Francesc Abad,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2348,861,Supermarket Installation.,Eugenia Balcells,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2349,0,Carot I Els Gasos Nobles,Jordi Cerdˆ,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2350,0,What Goes Through The Head,Jordi Cerdˆ,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2351,0,Aqueous Contacts,Jordi Cerdˆ,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2352,0,Black Hat,Benet Ferrer,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2353,0,Grey Shoes Flattened On The Tip,Benet Ferrer,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2354,0,Ras Meninas,Benet Ferrer,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2355,864,Action Annulation Ii,Jordi Benito,n.d.,3 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2356,864,Action Reaction,Jordi Benito,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2357,0,Discrimination Of The Woman,Eulˆlia,n.d.,5 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2358,866,Natures,Joseph Domnech,n.d.,8 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2359,866,Raspall,Joseph Domnech,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2360,0,Art Is Just A Word,Ferran Garcia Sevilla,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2361,0,Las Menias,Ferran Garcia Sevilla,n.d.,4 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2362,868,Americration Test Series,Antoni Miralda,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2363,868,Toile De Jouy,Antoni Miralda,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2364,868,Alexanders Bag,Antoni Miralda,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2365,0,We Announce,Grup de Treball,n.d.,9 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2366,870,Archives Series,Pere Noguera,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2367,870,Flan Aida,Pere Noguera,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2368,870,Alpino,Pere Noguera,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2369,0,Woman-Tree,Josefina Miralles,n.d.,3 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2370,0,Covering The Body With Straw,Josefina Miralles,n.d.,4 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2371,0,Paisatoe Serrellonga (Suit Case),Josefina Miralles,n.d.,photo and a pair of shoes,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2372,0,The Last Ten Minutes,Antoni Muntadas,n.d.,2 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2373,0,"Five Senses, Four Elements N/S/E/O",Antoni Muntadas,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2374,0,The Subsenses Series,Antoni Muntadas,n.d.,8 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2375,872,Bread With Hinge,Jordi Pablo,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2376,872,Three Pairs Of Shoes,Jordi Pablo,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2377,872,A Hat Is Like A Vessel Full Of Hair,Jordi Pablo,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2378,872,Knob,Jordi Pablo,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2379,872,Artificial Feet,Jordi Pablo,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2380,872,Trabucada En Sis Parts,Jordi Pablo,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2381,872,Two Boxes?,Jordi Pablo,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2382,874,Homage To Ingmar Bergman,Carles Pujol,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2383,874,Homage To Reger,Carles Pujol,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2384,874,Homage To Stanly Kubrick,Carles Pujol,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2385,0,Put Warhol In Your Life,Carles Pazos,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2386,0,I'm Not Going To Make Myself A Star,Carles Pazos,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2387,0,Pronounced Jom Dai?,Carles Pazos,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2388,876,Fingerprint,Benet Rossell,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2389,876,Glass Of Calvados,Benet Rossell,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2390,876,You,Benet Rossell,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2391,876,Shoe,Benet Rossell,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2392,0,Inflatable,Josep Ponsat’,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2393,878,Relics Of Earth,Jaume Xifra,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2394,878,Relics,Jaume Xifra,n.d.,2 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2395,878,Impossibles,Jaume Xifra,n.d.,3 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2396,878,Irreversible,Jaume Xifra,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2397,0,Spain Is Different (Series),Joan Rabascall,n.d.,11 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2398,880,Six Possibilities Of Taking Up A Space,Ëngels RibŽ,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2399,880,Three Points,Ëngels RibŽ,n.d.,5 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2400,880,Invisible Geometry,Ëngels RibŽ,n.d.,2 pieces,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2401,0,Two Tape & Master Copy,Caries Santos,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2402,882,Almost Like Sleeping,Francesc Torres,n.d.,,1994_8_IDEAS_AND,Ideas And Attitudes: Catalan Conceptual Art 1969 > 1981
2403,0,Weekend,Victoria Buivid,1990,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2404,0,Love Me As I Love You,Victoria Buivid,1992,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2405,0,Moscow Summer,Victoria Buivid,1992-1993,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2406,0,Painter And Model,Victoria Buivid,1993,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2407,0,Installation,Victoria Buivid,1993,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2408,0,Untitled,Ludmilla Fedorenko,1989,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2409,0,The Time When I Was Not Born,Ludmilla Fedorenko,1993,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2410,885,Stepan Razin With The Persian Girl,Gennady Gushchin,1970,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2411,885,Russian Icarus,Gennady Gushchin,1970,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2412,885,Tragic Romance,Gennady Gushchin,1970,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2413,885,In The Blue Expanse (Ii),Gennady Gushchin,1975,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2414,885,Farewell You Free Elements,Gennady Gushchin,1976,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2415,885,Shishkin Visits The Rye,Gennady Gushchin,1977,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2416,885,Brigade In The Forest,Gennady Gushchin,1978,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2417,885,Renaissance Portrait,Gennady Gushchin,1986,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2418,885,Boyarina And Pavlik Morosov,Gennady Gushchin,1989,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2419,885,Barge-Haulers With The Atomic Ship,Gennady Gushchin,1990,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2420,885,Pushkin In The Pine Forest (Second Variant),Gennady Gushchin,1990,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2421,885,In The Blue Expanse (I),Gennady Gushchin,1993,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2422,0,Mid-Russian Landscape,Vladimir Kupreanov,1986,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2423,0,On Sunday,Vladimir Kupreanov,1991,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2424,0,To Shostakovich,Vladimir Kupreanov,1992,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2425,0,Generals,Vladimir Kupreanov,1993,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2426,0,Conversation With A Skydweller,Vladimir Kupreanov,1993,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2427,0,1-9. From The Luriki Series,Boris Mikhailov,1982 onwards,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2428,0,Untitled,Maria Serebriakova,1990,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2429,0,Untitled,Maria Serebriakova,1990,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2430,0,Untitled,Maria Serebriakova,1990,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2431,889,OthersÕ Photographs,Alexei Shulgin,1987,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2432,889,Televisions,Alexei Shulgin,1989,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2433,889,Rotating Landscapes,Alexei Shulgin,1992,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
2434,889,Mirror Installation,Alexei Shulgin,1992,,1994_6_PHOTO-RECLAMATION,Photo-Reclamation: New Art from Moscow and St. Petersburg
